x, y
0.8502673796791445, 0.01063457330415755
1.4919786096256686, 0.02008752735229759
2.229946524064171, 0.04017505470459518
2.935828877005348, 0.05789934354485777
3.8342245989304815, 0.07562363238512035
5.0855614973262036, 0.10398249452954048
6.4652406417112305, 0.13588621444201313
7.6524064171123, 0.1701531728665208
8.967914438502675, 0.21150984682713347
10.122994652406419, 0.2552297592997812
11.11764705882353, 0.29894967177242887
11.759358288770054, 0.329671772428884
13.427807486631018, 0.33794310722100657
14.518716577540108, 0.3403063457330416
15.545454545454547, 0.3403063457330416
17.278074866310163, 0.3414879649890591
18.72192513368984, 0.3438512035010941
20.390374331550806, 0.3462144420131291
21.737967914438507, 0.3426695842450766
23.40641711229947, 0.3497592997811816
25.427807486631018, 0.3544857768052516
27.673796791443852, 0.3556673960612691
30.81818181818182, 0.37339168490153174
31.139037433155085, 0.46910284463894963
31.459893048128347, 0.556542669584245
32.19786096256685, 0.656980306345733
32.93582887700535, 0.755054704595186
33.609625668449205, 0.8507658643326039
33.99465240641712, 0.9370240700218818
34.347593582887704, 1.0303719912472646
35.27807486631016, 1.0433698030634573
35.82352941176471, 1.0469146608315099